215 100 0 12300 17100 12400
216 100 100 12700 17700 12900
217 100 100 12400 17400 12800
218 100 100 12500 17300 12900
219 100 100 12500 17400 13100
220 0 100 12200 17500 14200
221 100 100 12500 17700 13300
222 100 100 12400 18600 13200
223 100 100 12600 17500 12400
224 100 100 12500 17900 13800
225 0 200 13000 17900 12800
226 100 100 12900 17800 13000
227 0 100 12800 17900 13100
228 0 100 13000 18300 12900
229 100 100 12900 18300 12900
230 0 100 13100 18100 13000
231 100 100 12900 18400 13100
232 0 100 13000 18300 13300
233 100 100 13100 18400 13200
234 0 100 13000 18700 13500
235 100 100 13400 18600 13500
236 0 100 13300 18700 13500
237 100 100 13300 18700 13500
238 100 100 13500 18900 13500
239 0 100 13500 19100 13600
240 100 100 13600 19100 13800
241 100 100 13600 19100 13900
242 100 100 13600 19300 13900
243 100 100 13600 19300 14000
244 0 100 13700 19200 14100
245 0 100 13800 19300 14100
246 100 100 13800 19200 14400
247 0 100 13900 19700 14600
248 100 100 13900 19800 14400
249 100 100 13900 19400 14500
250 100 100 13900 19700 14600
251 0 0 14200 19700 14500
252 100 100 14300 20000 15100
253 100 100 14100 20200 14800
254 0 0 14000 20200 15000
255 100 200 17000 20700 14800
256 2500 100 14800 21100 14900
257 200 200 15600 21700 15100
258 100 200 15400 21000 15100
259 100 200 29300 21600 15400
260 100 200 15100 21400 15300
261 100 100 15100 20900 15000
262 0 100 15000 21100 15500
263 100 0 15100 21700 15300
264 0 0 15000 21700 15500
265 100 100 15200 21500 15500
266 100 0 15000 21700 15300
267 100 200 15300 21500 15600
268 100 100 15300 21900 15700
269 100 100 15500 22000 15900
270 0 100 15600 21800 15700
271 100 0 15500 21800 15900
272 100 100 15200 21300 15600
273 100 100 15100 21400 15800
274 0 100 15300 21500 15600
275 100 100 15400 21800 15900
276 100 100 15300 21500 15700
277 100 100 15600 21700 15800
278 0 100 15200 21800 16200
279 100 100 16300 22900 16700
280 100 100 16000 22600 16500
281 100 100 16000 22900 16700
282 100 100 16200 22900 17000
283 0 100 15900 22800 16800
284 100 100 16500 22900 16900
285 0 0 16400 23100 17000
286 100 100 16100 23100 16900
287 100 100 16300 23300 16300
288 0 0 16600 23400 16600
289 100 100 16600 23400 16700
290 0 0 16900 23500 16500
291 100 100 16700 23200 16700
292 100 100 16700 23700 16700
293 100 100 16900 23700 16900
294 100 100 17000 23900 17000
295 100 100 16700 23500 17000
296 100 100 17200 23800 17000
297 100 100 17100 24200 17100
298 100 100 17000 24100 18400
299 100 0 17200 24400 17400
300 100 100 17500 24200 17700
301 100 100 17200 24100 17700
302 100 100 16900 23800 31700
303 0 100 16900 38900 19100
304 0 100 31500 36400 17400
305 0 100 16700 24200 17500
306 100 100 16700 23900 17500
307 100 100 16900 25400 17500
308 100 100 17100 24000 17600
309 0 100 17200 24300 17900
310 100 0 17200 24300 17800
311 100 100 17500 24800 18000
312 0 100 17200 24300 18000
313 0 100 17200 24600 18100
314 0 100 31900 37500 17900
315 100 0 17600 24800 18000
316 100 100 17200 25000 18300
317 100 100 17500 24700 18100
318 0 100 18900 24900 18400
319 100 100 17500 25000 17600
320 100 100 18300 25500 17700
321 100 200 18500 26200 18500
322 100 100 17300 39100 18300
323 100 100 18100 25400 18100
324 100 100 18100 25300 18000
325 100 100 18100 25700 18200
326 0 100 18300 25300 18400
327 100 0 17900 25400 18400
328 100 100 18300 26000 18600
329 0 100 17900 26400 18500
330 100 100 18300 25800 18400
331 100 100 18500 25900 18600
332 0 100 18400 26000 18600
333 100 100 18300 26300 18900
334 100 100 18400 26000 18900
335 100 100 18700 26200 18800
336 0 100 18600 26400 18800
337 0 100 18700 26400 19300
338 100 100 18700 26500 19100
339 0 0 18200 25900 18900
340 100 100 18500 25700 18800
341 100 100 21900 27800 20200
342 100 100 19100 29900 19500
343 100 100 18900 26800 19400
344 100 100 18900 26600 19400
345 100 100 19000 26800 19700
346 100 100 19200 27300 20100
347 100 100 19000 27100 20100
348 0 100 19300 28900 19700
349 0 100 19500 27300 20100
350 0 100 19500 27300 20100
351 100 0 19100 27500 19600
352 0 100 19500 27700 19700
353 100 100 21300 27300 19600
354 0 100 19500 27600 19900
355 100 100 19900 27800 19800
356 100 0 19300 27700 19900
357 0 100 19500 27900 20000
358 100 100 19500 28000 20100
359 100 200 19800 28000 20400
360 100 100 20000 28100 20200
361 100 200 59600 53200 20300
362 0 100 19500 28200 20300
363 100 100 20100 28100 20400
364 0 100 20200 28700 20500
365 0 100 19900 28700 20600
366 100 100 20100 28500 20500
367 0 100 20400 28800 20700
368 100 100 20100 28800 20800
369 0 100 20400 29000 21000
370 0 100 20200 28900 21100
371 100 100 20500 29200 21000
372 100 100 20400 29400 21200
373 100 100 20500 29300 21100
374 100 100 20700 30500 21100
375 100 100 20200 29500 21300
376 100 100 20700 29300 21300
377 100 100 20900 29500 21500
378 0 100 20400 29400 21400
379 0 200 21500 29600 21800
380 0 200 21100 29200 21800
381 100 200 20800 29600 22000
382 100 100 20800 29600 21700
383 0 100 21200 30000 21100
384 100 100 20900 30000 21400
385 0 100 21300 29800 21200
386 100 0 21100 30200 21500
387 100 0 21100 30400 21800
388 100 100 21600 30300 21400
389 100 100 21200 30200 21500
390 100 100 21400 30300 21600
391 100 0 21600 30800 21700
392 0 100 21400 30500 21900
393 100 100 21600 32200 22200
394 0 100 21500 30600 22000
395 100 100 21600 31100 22200
396 100 100 21800 31200 22400
397 100 100 22100 30900 22200
398 0 100 21900 31200 22400
399 0 100 22000 31300 22400
400 0 100 21800 31000 22500
401 100 100 21900 31600 22500
402 0 0 22200 31300 22600
403 0 100 22000 31200 22600
404 100 100 22400 32100 22600
405 0 100 23400 31700 22900
406 100 100 22500 31500 22800
407 100 100 22800 31600 23200
408 0 100 22500 31700 23200
409 100 100 22300 32000 23000
410 0 200 22500 32000 23300
411 100 100 22300 32100 23500
412 100 100 22400 32200 23400
413 100 100 22200 32200 23200
414 0 100 22700 32000 23700
415 100 100 22600 32400 23100
416 100 100 22900 32800 22900
417 0 100 22800 32500 23200
418 100 100 22700 32500 23200
419 0 0 23000 33600 23300
420 100 100 23000 33400 23200
421 100 100 22800 32900 23300
422 100 100 23300 32900 23500
423 0 100 23200 33100 23400
424 100 100 23200 32900 23400
425 100 100 23200 33000 23700
426 100 100 23200 33100 23600
427 0 100 23200 33400 23900
428 100 100 23500 33700 24200
429 100 100 23100 33100 23600
430 100 100 23400 33600 24200
431 0 100 22800 32600 23300
432 0 100 23000 32700 23500
433 100 100 23100 32800 23400
434 0 100 22900 32800 23700
435 100 100 23000 32900 23700
436 100 100 23300 33200 23700
437 100 100 23100 32800 24000
438 100 100 23400 33100 24100
439 100 100 23900 33000 23700
440 100 200 23400 33200 24100
441 0 100 23200 33400 24200
442 100 100 23600 33700 24200
443 0 100 23500 33400 24800
444 100 100 23700 33700 24400
445 100 100 24500 34700 25400
446 100 100 24300 34800 25000
447 100 100 24300 34300 24700
448 100 100 24600 34800 24500
449 100 100 24600 51500 37400
450 100 100 24500 35100 24900
451 100 100 24700 34900 25000
452 100 100 24400 35300 24700
453 100 100 24500 35300 25000
454 100 100 24900 35500 25200
455 100 0 24600 35300 25400
456 0 100 24800 35700 25300
457 0 100 24900 35600 25100
458 100 100 24800 35900 25200
459 0 200 36800 34700 24600
460 100 100 24200 34600 25000
461 0 100 24500 34900 25000
462 100 100 24400 35500 24800
463 100 100 24400 34900 25000
464 100 100 24500 34700 25400
465 0 100 24800 34900 25000
466 100 100 24700 35200 25200
467 0 0 24600 35600 25300
468 100 100 24700 35300 25300
469 0 0 24800 35000 25300
470 100 0 24800 35600 25100
471 100 100 24800 35200 25800
472 100 100 24600 35500 25600
473 100 100 25700 36300 26500
474 100 100 25900 36500 26900
475 0 100 25500 36900 27900
476 100 100 25700 37300 26800
477 100 100 26300 37100 26800
478 0 100 26000 37200 27200
479 0 100 26000 37000 26100
480 100 100 26000 37200 26300
481 0 100 25800 37400 26500
482 100 100 25900 37500 26400
483 100 100 55900 37400 26700
484 0 200 26100 37300 26700
485 100 100 26400 37800 26600
486 0 100 26200 37600 27000
487 100 100 26700 37900 27000
488 0 100 25600 36800 26300
489 100 100 41500 49600 26500
490 0 100 25700 36800 26300
491 100 100 26200 37000 26200
492 0 100 26100 37300 26800
493 100 100 26100 37000 26700
494 100 0 26000 37500 26700
495 100 100 25900 37600 27500
496 0 100 26200 37200 26700
497 100 100 26300 37500 27100
498 100 100 26100 37500 26800
499 0 100 26300 37800 26900
500 100 100 26300 52100 40400
501 100 100 26600 37900 27500
502 100 100 26600 37700 27400
503 100 100 26800 37700 27100
504 100 100 26400 37600 27400
505 0 100 26600 38100 27200
506 100 100 38800 38000 27500
507 0 100 26800 38500 27600
508 100 100 26800 38600 27400
509 100 100 27000 38100 28000
510 0 100 27100 38700 27400
511 100 100 27200 66600 27600
512 100 100 28200 40000 27900
513 100 0 26700 38900 27400
514 100 100 26800 39000 27500
515 0 100 27300 38600 27700
516 100 100 39500 38800 27700
517 0 100 27200 38700 27600
518 100 100 27500 39100 27900
519 100 100 27000 66900 28000
520 0 100 27300 39100 28100
521 0 0 27600 39500 27900
522 0 100 27700 39400 28100
523 100 100 27700 39500 28300
524 100 100 27400 39500 27700
525 0 100 27700 39500 28500
526 100 100 27600 39800 28500
527 100 100 27900 39900 28300
528 0 100 28500 52800 28800
529 0 100 28100 39800 28600
530 100 100 27900 39900 28400
531 0 0 28300 40400 29100
532 0 100 27800 39800 28700
533 0 100 28100 40100 29100
534 100 100 27900 40300 29200
535 100 100 28500 40600 29200
536 0 0 28200 40200 28900
537 100 100 57300 99300 30000
538 100 0 29100 41500 30000
539 0 100 29100 41600 30200
540 100 100 29100 43100 30200
541 100 100 29100 42000 30700
542 0 100 29000 41900 30400
543 100 100 29900 42400 29700
544 100 100 29500 42000 29900
545 100 100 29600 42200 29900
546 100 100 29700 42400 29700
547 100 0 29100 42800 30300
548 100 100 29400 42200 30300
549 100 100 29000 41400 29500
550 100 100 28700 41100 29300
551 100 100 29600 53600 30200
552 0 0 29000 41500 29500
553 100 100 29100 41700 29500
554 100 100 29300 41800 29800
555 0 100 28900 42200 30100
556 100 100 29300 42100 29900
557 100 100 29300 41800 30100
558 100 100 29000 41900 29900
559 100 100 29400 42200 30000
560 0 100 65600 41800 30000
561 100 100 44800 56000 31300
562 100 100 30600 42900 31100
563 100 100 30700 43900 31300
564 100 100 30600 42800 31200
565 0 100 30300 44100 31800
566 100 100 30800 44000 31300
567 0 100 58000 43600 31500
568 0 100 30400 43800 32000
569 0 100 31000 44200 31700
570 0 100 31300 44100 32200
571 100 200 53700 45100 33100
572 100 200 31200 91400 45300
573 100 100 30900 44500 31900
574 100 100 31000 44100 32100
575 100 100 30900 44100 31100
576 0 100 31300 44900 31900
577 0 100 31700 96300 32400
578 0 100 31100 58700 32900
579 0 100 32500 162800 33500
580 0 100 31700 46300 32000
581 100 0 31600 45000 32000
582 100 100 45400 45800 32500
583 100 100 31800 44900 32100
584 100 100 31500 44800 32700
585 100 100 31400 58300 45600
586 100 100 31700 45700 46100
587 100 100 31800 45900 45600
588 100 200 33000 81000 46100
589 100 100 32200 59700 47100
590 100 100 57600 45800 32900
591 0 100 31900 58900 58600
592 100 200 33200 45500 32700
593 100 100 32000 45000 33200
594 100 100 32200 45900 32900
595 100 100 32500 72700 33100
596 100 200 33500 46900 34100
597 100 400 47200 73600 33300
598 100 100 46000 58900 33400
599 100 100 46700 66600 34500
600 100 100 32700 46600 33500
601 100 100 32800 46900 59000
602 100 100 32700 46400 33400
603 100 100 32400 46700 33400
604 100 100 32500 46200 33700
605 100 200 33400 48100 34700
606 100 100 46100 46800 33700
607 100 23600 32700 46800 33400
608 100 100 32600 46600 33400
609 100 100 32800 47300 33900
610 100 100 32600 46900 33600
611 0 100 33100 47700 33700
612 100 0 32800 47400 33500
613 0 100 33400 47500 33600
614 100 100 32900 47100 33800
615 100 200 33200 47600 33600
616 0 100 32900 47800 33800
617 100 100 33400 47700 34300
618 0 100 33400 63100 47500
619 100 100 33100 75200 35000
620 100 100 33800 47200 34000
621 100 100 36100 47500 34200
622 100 100 33500 48300 34500
623 100 100 33900 47900 34400
624 100 100 33900 48500 34600
625 200 100 53200 48700 34300
626 100 100 48300 62000 35100
627 100 100 46900 49400 34800
628 0 100 33800 48500 35200
629 100 100 35600 48500 35000
630 100 100 47000 49100 35000
631 100 100 34300 74000 34800
632 100 100 34200 47900 35100
633 100 100 60600 75300 36300
634 100 100 34200 49100 35400
635 100 100 57600 101500 35600
636 100 100 34400 49400 35800
637 100 100 35000 49000 35500
638 100 200 34400 70800 35600
639 100 100 34300 49400 62300
640 0 100 34700 49500 34800
641 100 100 36000 50200 35500
642 100 100 34600 49500 35200
643 100 100 34700 49600 35400
644 100 100 34300 49700 35200
645 100 100 34800 49900 35500
646 100 100 34400 52000 35400
647 100 100 35800 78500 35700
648 100 100 35000 50100 35600
649 100 100 35100 50100 36200
650 100 200 34900 50200 35900
651 800 200 76100 52300 35800
652 100 100 35200 49800 35800
653 100 100 34900 50600 36200
654 500 100 34700 50500 36100
655 100 200 35300 50500 36200
656 0 100 35500 50800 36200
657 100 100 34800 81100 36300
658 100 100 35400 50600 36600
659 100 200 35800 50300 36500
660 100 100 35400 50900 36700
661 100 100 35600 51100 37000
662 100 200 35500 51400 36800
663 0 100 35600 51200 37000
664 0 200 35600 51600 37300
665 100 100 35400 51200 36800
666 0 100 35800 51800 36900
667 100 100 35600 51300 37200
668 0 100 36100 54800 37400
669 100 100 36100 51900 37200
670 100 100 36200 52000 36900
671 0 100 38900 52300 36700
672 0 100 36200 51900 36700
673 100 100 36500 51700 36800
674 0 100 36200 52100 36700
675 0 100 36900 52200 37500
676 100 200 38200 51700 37000
677 0 100 35100 50600 35500
678 100 100 35500 51000 36200
679 0 100 35400 51100 36400
680 100 0 35500 50900 36200
681 0 100 35600 51600 64200
682 0 100 35700 51100 36400
683 100 100 35700 51200 36400
684 100 100 35700 51300 36500
685 0 100 35800 51300 36500
686 0 200 36700 52100 37700
687 100 100 36800 52900 37800
688 100 100 35800 51700 36900
689 100 100 37600 53200 38100
690 100 100 37800 53200 38000
691 0 100 37000 53300 38100
692 100 100 37200 53100 38000
693 100 100 37600 53200 38300
694 100 100 51000 97500 38600
695 0 0 37300 53300 53000
696 0 100 37400 53600 39000
697 100 100 37200 54200 38400
698 100 100 37000 53500 38300
699 100 100 37500 54000 38700
700 0 100 37700 54000 38700
701 100 200 37900 54300 39000
702 100 100 37400 54200 38900
703 100 200 38100 54400 38800
704 100 100 37600 54600 38600
705 100 100 39200 54200 38600
706 100 100 38100 54300 38300
707 100 100 38000 54500 38700
708 100 100 37500 54800 38100
709 100 100 38000 54100 38800
710 0 100 39200 54300 38800
711 100 0 38100 55300 38700
712 0 100 38700 54800 39000
713 100 100 38200 54600 39000
714 100 100 38200 55200 39200
715 100 100 38900 55900 39900
716 100 100 38300 55300 39200
717 100 100 38700 55500 39100
718 0 100 38400 54800 40200
719 100 100 38400 54700 39300
720 100 100 55900 68700 39300
721 100 100 38300 55100 40300
722 200 100 53500 55100 39700
723 100 100 39000 55500 39600
724 100 100 38700 55500 40100
725 100 100 39000 55400 39800
726 0 200 40000 55600 39700
727 100 200 52600 55200 40000
728 100 100 38800 55600 40300
729 100 200 38900 56000 40000
730 100 100 38800 56000 40300
731 0 100 39000 56500 40700
732 100 100 38800 69100 55400
733 100 100 39700 83400 40800
734 100 200 64800 55700 40500
735 200 100 41300 58900 41800
736 100 100 39200 56400 39600
737 100 200 39600 56400 40200
738 100 100 39800 57200 40500
739 0 100 40800 83400 67500
740 100 100 40700 56800 40300
741 100 100 40200 57100 56000
742 100 100 39800 71600 53900
743 100 100 39800 72700 54200
744 100 100 40600 57400 41100
745 0 100 55200 61700 54800
746 100 200 39800 57200 40700
747 100 100 55200 56800 40600
748 0 100 40100 57100 40900
749 0 100 40400 58000 41300
750 100 200 40500 57100 41100
751 100 100 41600 57900 42500
752 0 100 40400 57300 67200
753 100 100 40200 72300 67800
754 100 100 53100 60300 80000
755 100 100 79600 60200 56500
756 100 100 53500 60800 54600
757 100 200 40600 57700 41800
758 100 100 40700 58500 41700
759 100 200 41200 58500 41900
760 0 200 41700 84000 42300
761 100 100 53800 58700 119200
762 0 200 41100 58300 42100
763 100 200 40900 72100 43400
764 100 200 68600 60200 43300
765 100 100 41100 59400 42600
766 100 200 41300 59200 57500
767 0 100 56100 71900 41800
768 100 100 93000 59700 41700
769 100 100 41400 59100 42100
770 100 100 41600 74200 43400
771 100 200 54600 73300 42100
772 100 100 41500 59300 42400
773 100 100 41700 60900 42400
774 100 100 42900 59800 42600
775 100 100 41600 59500 42500
776 0 100 42100 59700 42500
777 0 100 41900 88000 42900
778 100 100 42300 60100 42400
779 100 100 41500 61500 43200
780 100 0 42300 59700 42800
781 100 100 42000 60600 43000
782 0 100 67400 60200 42700
783 100 100 42000 59800 42800
784 100 100 42500 60700 43500
785 100 200 42200 61800 42500
786 100 100 41800 60500 43200
787 100 100 57600 62900 44800
788 0 100 43800 89400 44600
789 100 100 43800 73500 44800
790 100 100 42400 62000 56600
791 100 100 42900 75400 69800
792 100 200 53900 73700 43300
793 0 100 42500 61000 43800
794 0 100 42400 61400 45300
795 0 100 44000 61200 43800
796 0 100 42800 61000 44000
797 100 200 42400 61100 58700
798 100 100 57900 74100 60700
799 100 100 56900 61200 43000
800 100 100 57300 63500 56800
801 0 100 56900 61500 43800
802 0 100 43300 61800 44000
803 0 100 43200 61800 44100
804 100 100 42800 61800 44200
805 100 100 43200 62200 43900
806 100 100 43400 89400 44300
807 100 200 43300 76100 64300
808 100 100 43400 76300 57100
809 100 100 43000 62100 77500
810 100 100 43200 61700 44300
811 100 200 43500 62600 45300
812 100 200 43000 62400 44500
813 100 100 43700 62600 57800
814 100 100 43500 61600 44500
815 0 100 43500 62600 44700
816 100 100 44600 63300 44900
817 100 100 45700 63300 45300
818 100 100 44100 88200 95100
819 100 100 43900 62500 44400
820 100 100 44400 63200 45400
821 100 200 44100 63800 45000
822 0 100 43700 63100 45200
823 100 100 49100 63100 45100
824 0 100 43900 63800 45900
825 100 100 44000 63800 46100
826 100 200 45800 76500 45300
827 100 100 44700 63800 45700
828 100 100 44200 63300 45800
829 100 100 44400 64100 45800
830 0 100 44300 64200 46100
831 100 0 44400 63900 45000
832 100 200 44300 63900 45300
833 100 100 44700 63800 45700
834 100 100 72600 166800 94500
835 200 200 110200 148300 93800
836 100 200 45100 66200 45600
837 100 100 44800 67000 46000
838 0 100 44800 64700 45800
839 100 100 45100 64400 46000
840 100 100 44700 64000 45700
841 100 100 44900 64000 45800
842 0 100 45400 65200 46200
843 0 100 45100 76400 44900
844 100 100 44000 63300 45300
845 100 100 44500 63500 45200
846 0 100 43800 63600 73300
847 100 100 44200 91400 45200
848 100 100 58400 65300 46700
849 100 500 45400 65600 46400
850 100 200 44000 63600 45500
851 0 100 44700 64000 45700
852 100 100 44300 63800 45400
853 0 0 45500 65900 46800
854 100 100 45800 65800 47400
855 100 200 45400 65000 47000
856 100 0 46000 65400 47000
857 100 100 44500 65000 46200
858 100 200 44800 64100 46300
859 100 100 44100 80100 58600
860 100 100 60300 76800 46600
861 100 100 45200 64300 46300
862 100 200 45800 66500 47400
863 100 100 46300 65700 47200
864 100 100 45300 64800 45900
865 100 100 44700 64700 46200
866 100 100 44800 65100 47500
867 100 100 45200 65100 46300
868 100 100 44600 65100 45800
869 0 100 44800 64800 46200
870 100 100 45000 65600 46600
871 100 100 45000 65700 46300
872 100 100 45600 65400 46500
873 0 100 45200 65500 46300
874 100 100 45600 65300 46300
875 0 100 45700 65800 47100
876 0 100 45600 65500 46500
877 100 100 46900 67500 47600
878 0 100 45700 65600 63000
879 100 100 45800 65800 46900
880 100 100 45800 65700 47200
881 100 100 45600 66200 46800
882 100 100 46100 65900 47500
883 0 100 46100 66200 47500
884 0 100 45800 66400 47600
885 0 200 74300 66000 47000
886 0 0 46400 66400 47400
887 100 100 45700 66800 47800
888 100 100 46400 66200 47200
889 0 100 46200 66900 75600
890 0 100 46400 67200 47700
891 100 100 46300 66800 47800
892 100 100 74500 66600 48000
893 100 100 46400 66400 47700
894 0 100 47000 66800 48000
895 0 100 62400 66800 47800
896 100 100 46500 67400 47700
897 0 100 46300 67200 47300
898 100 100 46800 67500 47800
899 0 100 47200 67700 47700
900 100 100 46800 67200 62200
901 0 100 75200 67200 47800
902 100 100 46000 66600 47700
903 100 100 46900 67600 48100
904 0 100 47100 95700 48300
905 100 200 48800 69600 49500
906 100 0 48300 69900 49500
907 100 200 48700 70000 50000
908 0 100 48900 70100 49800
909 100 100 48200 70000 50000
910 100 100 48800 69600 49900
911 100 100 61000 68100 113100
912 0 200 47000 67800 48400
913 0 100 47200 68000 48200
914 100 100 47700 68100 48900
915 100 100 47200 68500 48700
916 100 100 47400 68800 49100
917 0 100 47400 89400 50700
918 100 100 48700 69900 50300
919 100 100 49200 71400 50800
920 100 100 61600 69300 49200
921 0 100 47900 68600 49500
922 0 100 47700 68700 49400
923 100 100 47800 69000 49100
924 100 100 48200 69200 49700
925 100 100 48200 86500 61900
926 0 100 48200 69000 49500
927 100 100 48300 69800 48700
928 100 100 48100 69500 49200
929 100 100 48100 69500 49700
930 100 100 48500 85300 61600
931 100 100 48800 69400 49600
932 100 100 50100 71900 50800
933 100 100 61600 69600 49600
